age,overall,potential,pace,shooting,passing,dribbling,defending,physic,position,nationality,value_eur
27,62,62,74.0,59.0,54.0,61.0,24.0,65.0,ST,Moldova,425000.0
19,62,78,75.0,57.0,55.0,62.0,47.0,57.0,"LM, LB",Germany,1000000.0
17,62,83,71.0,59.0,56.0,70.0,27.0,48.0,"RW, LW, CAM",Germany,1200000.0
21,62,73,76.0,55.0,57.0,70.0,25.0,40.0,"CAM, RW",France,900000.0
20,62,73,70.0,48.0,57.0,63.0,57.0,63.0,LB,France,825000.0
25,62,67,71.0,63.0,48.0,62.0,25.0,65.0,ST,Germany,600000.0
27,62,64,65.0,29.0,41.0,37.0,61.0,72.0,CB,United States,425000.0
20,62,72,81.0,53.0,53.0,68.0,28.0,43.0,"RM, LM",Portugal,875000.0
23,62,67,64.0,34.0,54.0,56.0,58.0,67.0,"LB, LM",Austria,550000.0
23,62,68,53.0,61.0,39.0,58.0,27.0,74.0,ST,Germany,625000.0
20,62,73,64.0,57.0,62.0,66.0,32.0,50.0,"CAM, CM",Germany,875000.0
18,62,80,70.0,34.0,61.0,64.0,59.0,58.0,"CDM, CB",Nigeria,950000.0
17,62,82,68.0,55.0,63.0,71.0,44.0,40.0,"CM, CAM, LW",Morocco,1100000.0
19,62,80,69.0,43.0,60.0,68.0,63.0,60.0,CM,France,1000000.0
21,62,73,66.0,43.0,54.0,57.0,60.0,59.0,RB,Germany,850000.0
21,62,74,73.0,27.0,48.0,53.0,58.0,65.0,RB,Spain,950000.0
25,62,65,64.0,52.0,65.0,58.0,54.0,58.0,"LM, LB",Spain,525000.0
22,62,67,60.0,27.0,35.0,38.0,67.0,61.0,CB,Uruguay,550000.0
27,62,63,71.0,67.0,45.0,54.0,23.0,60.0,ST,Senegal,475000.0
26,62,63,64.0,33.0,52.0,51.0,63.0,54.0,LB,Mexico,425000.0
23,62,71,61.0,35.0,51.0,36.0,65.0,64.0,"CB, LB",Germany,825000.0
20,62,72,67.0,60.0,61.0,61.0,48.0,57.0,"CAM, CM",Netherlands,875000.0
19,62,73,75.0,52.0,55.0,70.0,27.0,47.0,"LW, RW",France,850000.0
21,62,70,65.0,57.0,57.0,63.0,33.0,49.0,RM,Spain,900000.0
21,62,73,70.0,56.0,59.0,63.0,54.0,47.0,"CAM, LM, RM",Spain,900000.0
18,62,81,75.0,62.0,49.0,64.0,20.0,55.0,"ST, RM",Spain,1000000.0
20,62,72,71.0,46.0,55.0,60.0,58.0,66.0,"RB, RM",Greece,825000.0
20,62,71,74.0,37.0,51.0,63.0,56.0,65.0,LB,Serbia,825000.0
29,62,62,48.0,28.0,44.0,37.0,61.0,75.0,CB,Poland,325000.0
26,62,63,67.0,42.0,54.0,56.0,55.0,60.0,LB,Poland,425000.0
30,62,62,61.0,36.0,61.0,60.0,56.0,66.0,"CDM, CM",Argentina,325000.0
19,62,76,61.0,58.0,60.0,62.0,42.0,51.0,"CAM, CF",Mexico,950000.0
22,62,72,60.0,31.0,44.0,40.0,63.0,67.0,CB,Romania,825000.0
33,62,62,62.0,41.0,61.0,47.0,59.0,65.0,LB,Romania,210000.0
20,62,78,75.0,55.0,59.0,63.0,54.0,55.0,CM,Mexico,1000000.0
26,62,65,70.0,63.0,40.0,60.0,22.0,54.0,ST,Romania,525000.0
25,62,65,65.0,59.0,57.0,63.0,27.0,45.0,LM,Romania,525000.0
20,62,70,65.0,53.0,59.0,63.0,49.0,54.0,RM,Turkey,875000.0
21,62,70,62.0,55.0,66.0,65.0,48.0,47.0,CM,Spain,900000.0
21,62,73,64.0,36.0,49.0,44.0,61.0,73.0,CB,Gambia,825000.0
23,62,68,74.0,29.0,42.0,46.0,61.0,71.0,CB,Germany,575000.0
21,62,70,73.0,35.0,54.0,59.0,57.0,63.0,LB,Ghana,850000.0
18,62,81,58.0,53.0,56.0,59.0,60.0,55.0,CDM,Argentina,950000.0
21,62,67,68.0,51.0,55.0,62.0,58.0,64.0,RB,Netherlands,575000.0
22,62,69,64.0,62.0,50.0,59.0,23.0,63.0,ST,Croatia,825000.0
21,62,69,74.0,46.0,45.0,63.0,56.0,60.0,LB,Czech Republic,775000.0
22,62,69,67.0,33.0,53.0,56.0,58.0,74.0,"CDM, CM",Portugal,750000.0
20,62,67,54.0,64.0,44.0,57.0,29.0,63.0,ST,Brazil,600000.0
19,62,75,54.0,28.0,49.0,53.0,60.0,67.0,CB,Turkey,875000.0
18,62,80,68.0,49.0,61.0,65.0,55.0,63.0,CM,Spain,1000000.0
22,62,69,61.0,28.0,39.0,40.0,60.0,74.0,"CB, LB",Georgia,750000.0
19,62,74,53.0,41.0,47.0,46.0,63.0,64.0,CB,Turkey,875000.0
18,62,78,65.0,54.0,61.0,66.0,34.0,46.0,CAM,Spain,1000000.0
22,62,69,69.0,34.0,49.0,63.0,58.0,63.0,LB,Algeria,775000.0
25,62,67,59.0,32.0,54.0,44.0,62.0,68.0,CB,Finland,525000.0
30,62,62,75.0,45.0,58.0,63.0,56.0,56.0,"RB, RM",Czech Republic,350000.0
19,62,73,65.0,37.0,46.0,54.0,61.0,64.0,CB,Spain,800000.0
23,62,71,72.0,67.0,51.0,64.0,28.0,60.0,RW,Argentina,875000.0
17,62,81,65.0,65.0,66.0,66.0,48.0,59.0,"CM, CAM",Croatia,1000000.0
22,62,72,73.0,53.0,62.0,67.0,35.0,55.0,CAM,Spain,900000.0
22,62,71,76.0,36.0,50.0,60.0,59.0,60.0,LB,Spain,850000.0
20,62,75,65.0,33.0,47.0,53.0,63.0,63.0,"CB, LB",Germany,900000.0
17,62,79,71.0,43.0,56.0,66.0,62.0,58.0,"CB, LB",Netherlands,925000.0
20,62,75,68.0,62.0,49.0,55.0,31.0,64.0,ST,Germany,975000.0
22,62,68,68.0,48.0,61.0,64.0,45.0,54.0,"CAM, CM, RM",Portugal,650000.0
18,62,80,68.0,46.0,55.0,71.0,33.0,52.0,"CAM, RM, LM",Spain,1000000.0
17,62,82,64.0,37.0,45.0,47.0,63.0,67.0,CB,Paraguay,1000000.0
39,61,61,33.0,58.0,64.0,66.0,37.0,49.0,"CAM, LM",Japan,110000.0
36,61,61,33.0,35.0,45.0,43.0,60.0,71.0,CB,England,60000.0
37,61,61,71.0,50.0,56.0,61.0,50.0,40.0,"RM, LM",Sweden,110000.0
32,61,61,33.0,44.0,51.0,48.0,60.0,71.0,CB,Norway,210000.0
33,61,61,48.0,38.0,56.0,50.0,59.0,68.0,CB,Romania,160000.0
36,61,61,31.0,45.0,35.0,49.0,58.0,69.0,CB,Norway,60000.0
32,61,61,78.0,60.0,44.0,66.0,30.0,64.0,ST,England,275000.0
33,61,61,65.0,32.0,51.0,50.0,61.0,67.0,"CB, RWB",Sweden,160000.0
34,61,61,62.0,43.0,52.0,57.0,58.0,70.0,"CB, RWB",Azerbaijan,110000.0
33,61,61,54.0,64.0,52.0,58.0,27.0,67.0,ST,England,210000.0
35,61,61,41.0,38.0,54.0,55.0,60.0,59.0,CB,Scotland,90000.0
34,61,61,47.0,30.0,33.0,40.0,61.0,74.0,CB,China PR,110000.0
34,61,61,66.0,59.0,45.0,55.0,43.0,85.0,ST,Australia,160000.0
29,61,61,73.0,58.0,57.0,61.0,29.0,72.0,"RM, ST, LM",Republic of Ireland,325000.0
32,61,61,43.0,58.0,64.0,64.0,59.0,55.0,"CM, CDM",Austria,250000.0
31,61,61,44.0,30.0,41.0,37.0,61.0,72.0,CB,England,220000.0
32,61,61,66.0,45.0,60.0,64.0,43.0,53.0,"RM, RB, CAM",Comoros,250000.0
29,61,61,77.0,44.0,56.0,58.0,54.0,67.0,"LB, LM",Guyana,300000.0
36,61,61,30.0,57.0,57.0,58.0,50.0,77.0,"CM, CDM",Norway,100000.0
30,61,61,57.0,61.0,51.0,56.0,30.0,68.0,ST,Albania,325000.0
30,61,61,45.0,30.0,38.0,34.0,61.0,70.0,CB,England,275000.0
31,61,61,64.0,37.0,52.0,52.0,57.0,68.0,"LB, LWB",England,240000.0
30,61,61,64.0,39.0,50.0,53.0,61.0,73.0,CB,England,275000.0
31,61,61,78.0,51.0,55.0,61.0,60.0,76.0,CM,Republic of Ireland,275000.0
29,61,61,39.0,42.0,46.0,52.0,61.0,72.0,"CB, CDM",England,275000.0
29,61,61,65.0,55.0,60.0,59.0,60.0,81.0,"CM, CAM",England,325000.0
32,61,61,85.0,60.0,47.0,52.0,22.0,59.0,ST,Canada,275000.0
31,61,61,71.0,39.0,57.0,63.0,60.0,71.0,"CB, RB",Korea Republic,220000.0
31,61,61,48.0,55.0,56.0,54.0,60.0,82.0,"CM, CDM",England,275000.0
30,61,61,71.0,59.0,52.0,60.0,37.0,67.0,"ST, LM",Angola,325000.0
28,61,63,50.0,33.0,45.0,42.0,60.0,77.0,CB,Sweden,325000.0
28,61,61,71.0,48.0,56.0,59.0,60.0,64.0,"CDM, CM",China PR,300000.0
28,61,63,54.0,34.0,41.0,42.0,62.0,70.0,CB,England,325000.0
28,61,61,66.0,60.0,54.0,60.0,31.0,70.0,ST,England,325000.0
32,61,61,70.0,42.0,52.0,64.0,31.0,53.0,"LM, LW, CM",Bolivia,250000.0
28,61,61,56.0,35.0,46.0,38.0,60.0,71.0,CB,England,275000.0
36,61,61,59.0,50.0,61.0,57.0,39.0,47.0,"LM, RM, ST",Costa Rica,110000.0
29,61,61,86.0,54.0,55.0,61.0,33.0,64.0,ST,Antigua and Barbuda,325000.0
29,61,61,75.0,57.0,56.0,68.0,45.0,54.0,LM,Côte d'Ivoire,325000.0
28,61,61,70.0,59.0,51.0,58.0,40.0,67.0,ST,England,325000.0
31,61,61,43.0,62.0,53.0,57.0,28.0,68.0,ST,Republic of Ireland,275000.0
27,61,63,55.0,41.0,49.0,48.0,61.0,65.0,CB,Australia,350000.0
31,61,61,59.0,41.0,55.0,58.0,59.0,60.0,LB,England,240000.0
26,61,62,73.0,60.0,51.0,60.0,22.0,59.0,"ST, LW",Barbados,400000.0
28,61,61,61.0,60.0,48.0,57.0,41.0,78.0,ST,England,325000.0
29,61,61,45.0,65.0,59.0,59.0,32.0,69.0,ST,Norway,325000.0
32,61,61,66.0,62.0,44.0,53.0,30.0,71.0,ST,Norway,275000.0
27,61,62,73.0,60.0,65.0,68.0,28.0,59.0,"CM, RW",Mexico,375000.0
30,61,61,57.0,54.0,58.0,56.0,58.0,63.0,"CDM, CM",Republic of Ireland,275000.0
29,61,61,51.0,62.0,51.0,57.0,36.0,76.0,ST,Norway,325000.0
27,61,62,59.0,60.0,47.0,58.0,24.0,68.0,ST,Sweden,375000.0
26,61,62,53.0,35.0,49.0,48.0,60.0,74.0,CB,England,350000.0
27,61,62,82.0,57.0,56.0,65.0,21.0,63.0,"CAM, LM, RM",England,375000.0
27,61,62,52.0,58.0,68.0,63.0,61.0,62.0,"CB, CDM",Netherlands,325000.0
27,61,62,77.0,51.0,59.0,64.0,60.0,70.0,CM,England,375000.0
27,61,62,71.0,56.0,48.0,61.0,46.0,75.0,ST,Wales,375000.0
28,61,61,56.0,47.0,57.0,55.0,61.0,54.0,LB,Turkey,300000.0
25,61,64,76.0,58.0,43.0,60.0,51.0,72.0,ST,Scotland,450000.0
27,61,63,52.0,25.0,37.0,42.0,59.0,72.0,CB,Germany,350000.0
27,61,62,68.0,61.0,51.0,62.0,41.0,67.0,ST,England,375000.0
25,61,64,78.0,61.0,49.0,61.0,21.0,67.0,ST,Northern Ireland,450000.0
27,61,61,78.0,61.0,50.0,61.0,19.0,60.0,ST,Burkina Faso,350000.0
26,61,62,75.0,60.0,43.0,59.0,29.0,73.0,ST,Netherlands,400000.0
27,61,62,74.0,32.0,50.0,52.0,56.0,66.0,RB,Poland,350000.0
26,61,62,83.0,58.0,50.0,61.0,34.0,62.0,"LM, ST",England,375000.0
27,61,64,50.0,32.0,44.0,38.0,60.0,71.0,CB,Nigeria,375000.0
28,61,61,81.0,57.0,54.0,60.0,43.0,64.0,"LM, RM",Australia,325000.0
26,61,64,49.0,59.0,60.0,59.0,56.0,71.0,"CDM, CAM",Republic of Ireland,375000.0
30,61,61,61.0,50.0,53.0,56.0,59.0,68.0,CDM,Saudi Arabia,275000.0
32,61,61,81.0,43.0,53.0,59.0,52.0,62.0,"RB, LB",Saudi Arabia,230000.0
31,61,61,37.0,24.0,45.0,50.0,58.0,76.0,"CB, LB",Saudi Arabia,220000.0
30,61,61,74.0,45.0,54.0,58.0,55.0,60.0,LB,Saudi Arabia,275000.0
26,61,63,71.0,44.0,56.0,59.0,54.0,62.0,"LWB, LB",Australia,375000.0
32,61,61,60.0,39.0,49.0,53.0,60.0,65.0,CB,Saudi Arabia,210000.0
24,61,66,81.0,60.0,52.0,63.0,26.0,48.0,ST,Sweden,500000.0
28,61,61,64.0,58.0,49.0,59.0,28.0,74.0,ST,Switzerland,325000.0
25,61,64,81.0,60.0,55.0,61.0,30.0,67.0,ST,England,450000.0
24,61,66,74.0,61.0,43.0,64.0,28.0,76.0,ST,Jamaica,500000.0
25,61,66,57.0,51.0,48.0,50.0,59.0,71.0,CB,Sweden,425000.0
26,61,64,53.0,60.0,49.0,64.0,28.0,61.0,ST,Venezuela,425000.0
28,61,63,50.0,44.0,39.0,46.0,60.0,75.0,"CB, CDM",Germany,325000.0
26,61,64,65.0,45.0,59.0,57.0,65.0,67.0,"CM, CDM",Germany,425000.0
25,61,66,69.0,31.0,40.0,44.0,61.0,74.0,CB,Portugal,425000.0
26,61,62,78.0,52.0,54.0,62.0,25.0,57.0,"LM, RM",Scotland,375000.0
25,61,62,70.0,49.0,56.0,55.0,57.0,63.0,"RWB, RB",England,350000.0
25,61,65,62.0,60.0,48.0,61.0,24.0,71.0,ST,Japan,450000.0
25,61,63,70.0,62.0,53.0,63.0,31.0,67.0,"ST, RM",Republic of Ireland,425000.0
24,61,64,69.0,50.0,54.0,56.0,58.0,69.0,"RB, RWB",England,425000.0
24,61,64,54.0,27.0,47.0,56.0,59.0,69.0,CB,England,400000.0
23,61,68,70.0,55.0,57.0,66.0,52.0,66.0,CM,England,650000.0
24,61,67,54.0,49.0,62.0,64.0,51.0,50.0,"CM, CAM",Spain,525000.0
26,61,65,66.0,31.0,52.0,52.0,62.0,67.0,CB,Poland,400000.0
26,61,64,39.0,28.0,42.0,49.0,60.0,65.0,CB,Norway,375000.0
25,61,64,61.0,63.0,53.0,62.0,37.0,60.0,ST,England,450000.0
30,61,61,58.0,66.0,52.0,65.0,23.0,50.0,"ST, CAM",Argentina,325000.0
25,61,65,74.0,34.0,50.0,57.0,56.0,69.0,"RWB, RB",England,425000.0
30,61,61,56.0,40.0,38.0,40.0,59.0,74.0,CB,Saudi Arabia,275000.0
26,61,63,70.0,58.0,60.0,64.0,53.0,61.0,CM,England,400000.0
25,61,64,79.0,50.0,52.0,57.0,55.0,62.0,LB,Australia,400000.0
26,61,63,66.0,47.0,53.0,58.0,59.0,67.0,RB,England,375000.0
25,61,64,68.0,40.0,59.0,62.0,56.0,60.0,LB,Republic of Ireland,400000.0
24,61,65,67.0,56.0,60.0,63.0,58.0,72.0,"CM, CDM",New Zealand,475000.0
25,61,67,62.0,43.0,54.0,57.0,57.0,68.0,"CDM, CM",Sweden,450000.0
25,61,66,67.0,55.0,60.0,64.0,47.0,59.0,CM,Croatia,475000.0
27,61,61,59.0,58.0,57.0,66.0,31.0,48.0,"RM, CAM",Spain,350000.0
27,61,62,70.0,58.0,51.0,57.0,39.0,73.0,ST,Colombia,375000.0
25,61,62,76.0,55.0,59.0,62.0,53.0,61.0,"LB, LW",Australia,350000.0
23,61,67,68.0,42.0,53.0,55.0,60.0,66.0,CB,Cyprus,475000.0
25,61,66,68.0,55.0,57.0,60.0,55.0,58.0,"LB, LM",France,450000.0
23,61,69,70.0,60.0,46.0,56.0,34.0,68.0,ST,England,725000.0
30,61,61,65.0,61.0,62.0,64.0,52.0,64.0,CM,England,325000.0
27,61,62,53.0,61.0,47.0,52.0,32.0,67.0,ST,Finland,375000.0
28,61,61,45.0,46.0,60.0,65.0,57.0,72.0,"RWB, RB",Uganda,300000.0
29,61,61,34.0,52.0,61.0,59.0,56.0,69.0,"CDM, CM",Korea Republic,275000.0
27,61,62,51.0,43.0,61.0,58.0,63.0,69.0,RB,China PR,350000.0
29,61,62,61.0,36.0,48.0,53.0,59.0,70.0,CB,China PR,300000.0
27,61,62,64.0,61.0,59.0,62.0,58.0,68.0,"CM, CDM",China PR,375000.0
25,61,65,60.0,48.0,58.0,58.0,61.0,74.0,CM,Argentina,450000.0
29,61,61,75.0,55.0,56.0,61.0,33.0,57.0,"RM, ST, LM",Germany,325000.0
33,61,61,60.0,38.0,50.0,59.0,60.0,67.0,"CB, LB",China PR,160000.0
27,61,62,70.0,32.0,45.0,53.0,57.0,70.0,"RB, LB, CB",China PR,350000.0
29,61,61,69.0,35.0,51.0,56.0,62.0,70.0,"CB, RB",China PR,275000.0
30,61,61,82.0,52.0,57.0,60.0,51.0,47.0,"LM, LWB",China PR,325000.0
23,61,65,74.0,56.0,60.0,63.0,42.0,55.0,"CAM, LM",England,475000.0
26,61,64,81.0,63.0,61.0,69.0,42.0,60.0,"ST, LW",Korea Republic,425000.0
28,61,62,66.0,25.0,42.0,41.0,60.0,70.0,"CB, LB",Korea Republic,300000.0
24,61,67,68.0,33.0,43.0,58.0,59.0,68.0,LB,Northern Ireland,475000.0
25,61,66,66.0,44.0,58.0,59.0,61.0,61.0,"CB, CDM",Turkey,425000.0
24,61,66,55.0,36.0,37.0,37.0,60.0,77.0,CB,England,450000.0
29,61,61,78.0,46.0,54.0,62.0,54.0,61.0,"LB, LM",England,300000.0
30,61,61,68.0,58.0,46.0,59.0,23.0,68.0,ST,England,325000.0
23,61,68,57.0,51.0,59.0,63.0,54.0,60.0,CM,England,650000.0
25,61,64,73.0,59.0,52.0,62.0,31.0,60.0,"RM, ST",Germany,425000.0
24,61,66,68.0,56.0,61.0,63.0,47.0,59.0,"CM, RM",Scotland,500000.0
30,61,61,59.0,50.0,57.0,58.0,62.0,75.0,"CM, CDM",France,325000.0
28,61,61,73.0,55.0,50.0,64.0,28.0,61.0,"LW, ST, RW",Venezuela,325000.0
27,61,62,67.0,46.0,55.0,61.0,57.0,60.0,RB,Poland,350000.0
22,61,71,64.0,55.0,61.0,65.0,42.0,55.0,CM,England,725000.0
22,61,72,65.0,48.0,62.0,65.0,59.0,62.0,CM,Poland,725000.0
24,61,66,74.0,48.0,55.0,60.0,52.0,65.0,"RM, RW",China PR,500000.0
33,61,61,63.0,60.0,59.0,61.0,59.0,62.0,LM,China PR,200000.0
27,61,61,64.0,61.0,57.0,61.0,53.0,66.0,"RM, RB",China PR,350000.0
29,61,61,57.0,54.0,55.0,55.0,59.0,71.0,CB,China PR,275000.0
24,61,65,55.0,60.0,61.0,64.0,46.0,68.0,"CM, LM",Faroe Islands,475000.0
23,61,68,66.0,46.0,62.0,65.0,52.0,71.0,CM,Italy,650000.0
28,61,61,69.0,44.0,62.0,66.0,55.0,50.0,"CM, CDM",Saudi Arabia,325000.0
27,61,63,60.0,31.0,36.0,50.0,62.0,68.0,CB,Saudi Arabia,350000.0
25,61,64,57.0,61.0,40.0,49.0,29.0,76.0,ST,Brazil,450000.0
24,61,68,59.0,61.0,46.0,60.0,34.0,70.0,ST,Argentina,675000.0
24,61,67,66.0,37.0,61.0,63.0,60.0,65.0,"CB, RB, LB",France,475000.0
24,61,66,65.0,56.0,59.0,66.0,55.0,62.0,"CM, CAM, CDM",Canada,500000.0
26,61,63,72.0,56.0,59.0,62.0,55.0,62.0,LB,Saudi Arabia,375000.0
23,61,68,70.0,33.0,40.0,39.0,60.0,75.0,CB,Guyana,600000.0
33,61,61,68.0,56.0,59.0,61.0,53.0,63.0,"LWB, LW",China PR,170000.0
25,61,64,80.0,54.0,52.0,65.0,24.0,53.0,"RM, LM",Saudi Arabia,425000.0
24,61,67,54.0,52.0,58.0,59.0,57.0,65.0,"CDM, CM",Slovakia,475000.0
24,61,67,70.0,53.0,57.0,66.0,56.0,60.0,"CM, RW",Argentina,525000.0
22,61,70,75.0,56.0,58.0,67.0,52.0,57.0,"CM, RW",England,725000.0
22,61,67,74.0,37.0,52.0,59.0,56.0,63.0,LB,Scotland,500000.0
29,61,61,65.0,62.0,62.0,62.0,31.0,49.0,ST,Argentina,325000.0
28,61,62,68.0,31.0,42.0,50.0,59.0,68.0,CB,Korea Republic,300000.0
30,61,61,66.0,54.0,62.0,63.0,59.0,54.0,CM,Sweden,325000.0
34,61,61,57.0,34.0,45.0,55.0,59.0,68.0,CB,Venezuela,110000.0
21,61,75,76.0,58.0,43.0,59.0,24.0,59.0,ST,England,800000.0
25,61,62,71.0,42.0,53.0,65.0,33.0,52.0,LM,China PR,400000.0
29,61,61,59.0,27.0,32.0,39.0,64.0,64.0,CB,Colombia,275000.0
23,61,70,76.0,55.0,58.0,62.0,35.0,61.0,"CM, RM",Korea Republic,725000.0
23,61,68,66.0,50.0,58.0,62.0,57.0,60.0,"CM, CDM",England,650000.0
29,61,61,50.0,36.0,53.0,55.0,60.0,66.0,"CB, LB",England,275000.0
23,61,72,49.0,31.0,43.0,43.0,63.0,63.0,CB,Spain,675000.0
23,61,68,67.0,59.0,45.0,58.0,29.0,66.0,ST,Congo,675000.0
31,61,61,77.0,57.0,57.0,59.0,42.0,63.0,"RW, RM, CAM",China PR,275000.0
27,61,61,64.0,52.0,60.0,58.0,58.0,60.0,"RB, RM",China PR,325000.0
23,61,69,71.0,36.0,49.0,58.0,57.0,67.0,"RWB, RB, CB",Republic of Ireland,700000.0
24,61,68,53.0,33.0,49.0,48.0,59.0,70.0,CB,England,600000.0
23,61,68,73.0,57.0,49.0,60.0,29.0,68.0,ST,England,675000.0
24,61,65,66.0,28.0,40.0,48.0,58.0,76.0,CB,England,425000.0
24,61,70,59.0,23.0,32.0,37.0,61.0,70.0,CB,Colombia,675000.0
23,61,72,56.0,26.0,55.0,56.0,61.0,64.0,CB,Wales,675000.0
25,61,63,64.0,52.0,60.0,58.0,57.0,63.0,"LB, CDM",Republic of Ireland,375000.0
27,61,61,64.0,54.0,60.0,61.0,54.0,64.0,"RM, LM, CM",Saudi Arabia,350000.0
24,61,64,71.0,35.0,43.0,58.0,58.0,64.0,LB,Turkey,425000.0
23,61,69,55.0,29.0,38.0,44.0,61.0,71.0,CB,Scotland,675000.0
23,61,68,54.0,24.0,42.0,52.0,61.0,66.0,"CB, RB, CDM",Germany,600000.0
22,61,69,72.0,58.0,49.0,60.0,38.0,76.0,ST,England,750000.0
22,61,70,71.0,45.0,58.0,63.0,60.0,68.0,"CM, LM",England,725000.0
23,61,67,68.0,54.0,57.0,65.0,39.0,43.0,"CAM, CM",Austria,525000.0
22,61,70,69.0,64.0,56.0,65.0,33.0,52.0,"LM, ST",Argentina,725000.0
23,61,66,85.0,53.0,59.0,64.0,51.0,79.0,"CAM, CM",Republic of Ireland,500000.0
22,61,68,74.0,48.0,53.0,61.0,56.0,57.0,LB,England,625000.0
20,61,61,61.0,38.0,45.0,36.0,63.0,71.0,CB,Brazil,325000.0
23,61,69,83.0,51.0,56.0,66.0,53.0,66.0,"CAM, CM",England,725000.0
22,61,72,84.0,54.0,57.0,61.0,34.0,48.0,"RM, LM",Republic of Ireland,725000.0
22,61,73,70.0,29.0,49.0,53.0,60.0,65.0,CB,England,750000.0
25,61,63,67.0,45.0,61.0,58.0,58.0,69.0,"CB, CDM, RB",New Zealand,375000.0
24,61,66,73.0,28.0,48.0,60.0,56.0,59.0,LB,Scotland,450000.0
26,61,64,69.0,25.0,42.0,50.0,60.0,67.0,CB,Australia,375000.0
23,61,64,65.0,57.0,57.0,67.0,28.0,43.0,"RM, LM",Cameroon,450000.0
29,61,61,74.0,58.0,45.0,63.0,22.0,53.0,ST,Colombia,325000.0
22,61,70,82.0,51.0,54.0,59.0,55.0,61.0,"RWB, RM, RB",England,700000.0
22,61,71,70.0,56.0,57.0,66.0,39.0,52.0,CAM,Poland,725000.0
22,61,68,76.0,41.0,56.0,65.0,45.0,50.0,"LM, RM, CAM",Japan,675000.0
29,61,61,60.0,24.0,43.0,52.0,60.0,68.0,"CB, RB",Japan,275000.0
26,61,62,72.0,26.0,46.0,57.0,58.0,64.0,LB,Saudi Arabia,350000.0
34,61,61,65.0,55.0,63.0,62.0,48.0,63.0,"CM, CAM, RW",Japan,150000.0
22,61,68,77.0,33.0,48.0,45.0,56.0,69.0,"RB, RWB, LB",Japan,625000.0
26,61,66,61.0,34.0,45.0,58.0,60.0,72.0,CB,Korea Republic,425000.0
21,61,70,72.0,38.0,54.0,59.0,61.0,69.0,"CDM, CB",England,700000.0
30,61,61,60.0,50.0,59.0,57.0,58.0,70.0,CB,China PR,275000.0
26,61,62,77.0,51.0,54.0,63.0,41.0,62.0,"LM, RM",Norway,375000.0
22,61,70,79.0,60.0,41.0,60.0,26.0,59.0,ST,Norway,750000.0
22,61,72,68.0,38.0,51.0,58.0,59.0,69.0,"RB, LB",Wales,700000.0
21,61,72,64.0,51.0,57.0,61.0,59.0,68.0,"CM, CDM",England,725000.0
21,61,74,59.0,26.0,39.0,41.0,60.0,66.0,CB,Colombia,750000.0
24,61,67,72.0,34.0,46.0,61.0,59.0,54.0,LB,France,475000.0
23,61,69,65.0,56.0,60.0,62.0,57.0,63.0,"CM, CDM",Saudi Arabia,725000.0
24,61,66,67.0,58.0,60.0,64.0,60.0,64.0,"CM, CAM, CDM",Hungary,500000.0
20,61,75,63.0,53.0,57.0,63.0,54.0,69.0,CM,Norway,775000.0
21,61,74,54.0,31.0,48.0,54.0,61.0,69.0,CB,Denmark,750000.0
30,61,61,52.0,24.0,37.0,38.0,61.0,69.0,"CB, LB",France,275000.0
21,61,73,77.0,56.0,55.0,63.0,25.0,45.0,LM,England,800000.0
25,61,66,70.0,56.0,57.0,59.0,37.0,66.0,ST,Poland,475000.0
25,61,64,62.0,57.0,60.0,63.0,57.0,75.0,"CM, CAM",Saudi Arabia,425000.0
21,61,71,82.0,58.0,55.0,67.0,30.0,70.0,ST,England,750000.0
21,61,74,64.0,64.0,52.0,61.0,25.0,62.0,ST,Argentina,800000.0
32,61,61,54.0,39.0,51.0,55.0,58.0,77.0,CDM,Saudi Arabia,220000.0
28,61,61,36.0,68.0,36.0,45.0,30.0,61.0,ST,Brazil,325000.0
23,61,70,77.0,54.0,54.0,63.0,35.0,59.0,"RM, LM",Colombia,725000.0
22,61,71,58.0,29.0,44.0,46.0,60.0,66.0,CB,Denmark,700000.0
21,61,74,77.0,56.0,58.0,64.0,38.0,60.0,"ST, CF, RM",Colombia,800000.0
21,61,75,67.0,52.0,59.0,67.0,61.0,38.0,"CAM, LB",Germany,800000.0
21,61,72,50.0,33.0,42.0,44.0,59.0,68.0,CB,Germany,700000.0
23,61,70,58.0,46.0,61.0,67.0,59.0,56.0,"CM, CDM, RM",Saudi Arabia,725000.0
26,61,64,64.0,52.0,62.0,63.0,50.0,57.0,CM,Spain,425000.0
22,61,71,83.0,58.0,41.0,61.0,23.0,59.0,ST,Poland,750000.0
21,61,73,63.0,36.0,48.0,58.0,60.0,55.0,RB,Germany,775000.0
22,61,70,68.0,45.0,56.0,59.0,56.0,66.0,"CDM, CAM",Korea Republic,700000.0
23,61,69,64.0,27.0,47.0,45.0,60.0,62.0,LB,France,700000.0
25,61,64,36.0,53.0,43.0,47.0,60.0,69.0,CB,United States,375000.0
20,61,74,79.0,53.0,52.0,65.0,31.0,50.0,"RW, LW",England,800000.0
21,61,72,74.0,51.0,53.0,66.0,37.0,61.0,"LM, LW, ST",Romania,725000.0
26,61,64,67.0,52.0,61.0,63.0,46.0,60.0,"CM, CAM",Japan,425000.0
22,61,71,64.0,52.0,61.0,63.0,52.0,61.0,"CM, CAM",Northern Ireland,725000.0
